tipe_bbm,transmisi,Brand,price
Petrol,Manual,Tata Manza Aura (ABS) Safire BS IV,990000000.0
Diesel,Manual,Ford Figo Aspire 1.5 TDCi Titanium,5600000000.0
LPG,Manual,Hyundai i10 Magna LPG,2475000000.0
Diesel,Manual,Toyota Innova 2.5 G (Diesel) 7 Seater,7200000000.0
Diesel,Manual,Mahindra Scorpio M2DI,7700000000.0
Petrol,Manual,Maruti Alto LX BSIII,1125000000.0
Petrol,Manual,Chevrolet Beat LT,1215000000.0
Diesel,Manual,Mahindra Scorpio LX BSIV,3141000000.0
Diesel,Manual,Maruti Swift VDI BSIV,6412000000.0
Petrol,Manual,Maruti Alto K10 VXI,4200000000.0
Petrol,Manual,Maruti Alto LXi,855000000.0
Diesel,Manual,Maruti S-Cross Zeta DDiS 200 SH,11900000000.0
Diesel,Manual,Ford Freestyle Titanium Diesel,10500000000.0
Diesel,Manual,Ford Figo Diesel Celebration Edition,1710000000.0
Petrol,Manual,Maruti Wagon R LXI Minor,1350000000.0
Petrol,Manual,Hyundai Accent GLE,1034991000.0
Petrol,Manual,Toyota Innova 2.0 VX 7 Seater,2880000000.0
CNG,Manual,Maruti Alto 800 CNG LXI Optional,4200000000.0
Petrol,Manual,Maruti Ritz LXi,3850000000.0
Petrol,Manual,Chevrolet Aveo 1.6 LT with ABS,1260000000.0
Petrol,Manual,Tata Altroz XZ,11620000000.0
Petrol,Manual,Volkswagen Polo SR Petrol 1.2L,3420000000.0
Petrol,Manual,Hyundai i10 Magna 1.2,1350000000.0
Petrol,Manual,Chevrolet Spark 1.0 LS,450000000.0
Diesel,Manual,Mahindra Bolero SLX,1395000000.0
Petrol,Manual,Skoda Superb 1.8 TFSI MT,2700000000.0
Petrol,Manual,Maruti Alto 800 LXI,4200000000.0
Diesel,Manual,Tata Tiago 2019-2020 XE Diesel,5390000000.0
Petrol,Manual,Maruti Wagon R LXI,1989000000.0
Diesel,Manual,Tata Tiago 1.05 Revotorq XE,5334000000.0
Petrol,Manual,Maruti Alto 800 LXI,3513986000.0
Petrol,Manual,Hyundai Santro LS zipPlus,540000000.0
Diesel,Manual,Tata Tiago 1.05 Revotorq XE,5320000000.0
Diesel,Manual,Skoda Laura L n K 1.9 PD,1620000000.0
Diesel,Manual,Maruti Ciaz ZDi Plus,10514000000.0
Diesel,Automatic,Mahindra XUV500 AT W10 FWD,16616255250.0
Petrol,Manual,Hyundai EON 1.0 Era Plus,3219986000.0
Diesel,Manual,Tata Safari Storme EX,16616255250.0
Diesel,Manual,Mahindra Scorpio VLX 2WD BSIV,10948000000.0
Diesel,Manual,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,10920000000.0
Petrol,Manual,Maruti Alto 800 LXI,3430000000.0
Diesel,Manual,Hyundai i20 1.4 CRDi Sportz,2889000000.0
Diesel,Manual,Hyundai Grand i10 1.2 CRDi Sportz Option,7139986000.0
Petrol,Manual,Tata Nano CX SE,1540000000.0
Diesel,Manual,Volkswagen Polo Diesel Highline 1.2L,3600000000.0
Petrol,Manual,Maruti Swift VXI,3330000000.0
Diesel,Manual,Hyundai Verna CRDi ABS,1575000000.0
Petrol,Automatic,Mercedes-Benz E-Class 230,9000000000.0
Petrol,Manual,Maruti Alto 800 LXI,835200000.0
Diesel,Manual,Tata Xenon XT EX 4X2,4074000000.0
Diesel,Manual,Hyundai Verna 1.6 SX CRDi (O),3015000000.0
Petrol,Manual,Maruti Omni 8 Seater BSIV,1530000000.0
Petrol,Manual,Maruti Alto 800 LXI,4130000000.0
Petrol,Manual,Renault KWID RXL,5250000000.0
Petrol,Manual,Hyundai EON Era Plus,1935000000.0
Diesel,Manual,Ford Fiesta 1.4 ZXi TDCi ABS,1350000000.0
Petrol,Manual,Maruti Alto LXI,540000000.0
Diesel,Manual,Tata New Safari Dicor EX 4X2 BS IV,2520000000.0
Diesel,Manual,Toyota Etios VD,6300000000.0
Diesel,Manual,Mahindra XUV500 W7,16100000000.0
Diesel,Manual,Maruti Baleno Delta 1.3,9100000000.0
Petrol,Manual,Tata Zest Revotron 1.2T XE,4200000000.0
Petrol,Manual,Tata Nano Twist XT,1022000000.0
Diesel,Manual,Maruti Swift VDI BSIV,5600000000.0
Petrol,Manual,Renault KWID 1.0 RXT Optional,4200000000.0
Petrol,Automatic,Maruti Wagon R AX,2700000000.0
Diesel,Manual,Maruti Swift Dzire VDI,4050000000.0
Petrol,Manual,Hyundai Santro Xing GLS,1800000000.0
Petrol,Manual,Maruti Swift VXI,8120000000.0
Petrol,Manual,Hyundai Grand i10 1.2 Kappa Asta,7700000000.0
Diesel,Manual,Mahindra Scorpio SLX 2.6 Turbo 8 Str,1710000000.0
Diesel,Manual,Tata Tiago 1.05 Revotorq XT Option,6300000000.0
Petrol,Manual,Chevrolet Spark 1.0 LS,3080000000.0
Petrol,Manual,Maruti SX4 ZXI MT BSIV,2790000000.0
Petrol,Manual,Hyundai Elite i20 Sportz Plus BSIV,9100000000.0
Petrol,Manual,Maruti Wagon R Stingray VXI,4200000000.0
Petrol,Manual,Hyundai Accent Executive,1800000000.0
Petrol,Manual,Honda Brio S MT,2565000000.0
Petrol,Manual,Honda Brio Exclusive Edition,4690000000.0
Petrol,Manual,Hyundai Verna Transform SX VTVT,3330000000.0
Petrol,Manual,Hyundai i20 1.2 Sportz,3375000000.0
Petrol,Manual,Hyundai i10 Magna,2115000000.0
Petrol,Automatic,Hyundai i10 Sportz 1.2 AT,3105000000.0
Diesel,Manual,Mahindra Quanto C8,3285000000.0
Petrol,Manual,Hyundai Grand i10 Sportz,5600000000.0
Petrol,Manual,Hyundai EON D Lite Plus,3500000000.0
Diesel,Automatic,Hyundai Verna SX CRDi AT,4185000000.0
Petrol,Manual,Renault KWID RXT,4200000000.0
Petrol,Manual,Maruti Swift Dzire ZXI 1.2 BS IV,9170000000.0
CNG,Manual,Maruti Wagon R LXI CNG,4900000000.0
Petrol,Automatic,Hyundai i10 Sportz 1.2 AT,7000000000.0
Petrol,Automatic,Hyundai Grand i10 AT Asta,6510000000.0
Diesel,Manual,Maruti Swift VDi BSIII W/ ABS,2367000000.0
Petrol,Manual,Maruti Omni MPI STD BSIV,2250000000.0
Petrol,Manual,Hyundai Accent GLE 1,540000000.0
Petrol,Manual,Hyundai Getz GLX,630000000.0
Diesel,Manual,Honda WR-V i-DTEC VX,9100000000.0
Diesel,Manual,Hyundai i20 Asta 1.4 CRDi,5180000000.0
Diesel,Manual,Maruti Swift VDI Optional,7139986000.0
Petrol,Manual,Maruti Zen Estilo VXI BSIV,2520000000.0
Petrol,Manual,Maruti A-Star Vxi,1620000000.0
Petrol,Manual,Ford Ecosport 1.5 Petrol Ambiente,9100000000.0
Diesel,Manual,Hyundai Verna SX Diesel,1800000000.0
Diesel,Manual,Hyundai Verna SX Diesel,1890000000.0
Petrol,Manual,Tata Nano Cx BSIV,675000000.0
Diesel,Manual,Toyota Innova 2.5 G (Diesel) 8 Seater,4050000000.0
Petrol,Manual,Hyundai i20 1.2 Sportz,1980000000.0
Diesel,Manual,Hyundai i20 Magna 1.4 CRDi (Diesel),2925000000.0
Petrol,Manual,Tata Zest Revotron 1.2T XE,6300000000.0
Diesel,Manual,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,11550000000.0
Petrol,Manual,Hyundai Accent GLS,1125000000.0
Diesel,Manual,Mahindra Xylo D2 BS IV,6089986000.0
Diesel,Manual,Mahindra Scorpio SLE BSIV,4364991000.0
Diesel,Manual,Maruti Ritz VDi,1575000000.0
Petrol,Manual,Honda Civic 1.8 S MT,1980000000.0
Petrol,Manual,Honda BR-V i-VTEC VX MT,16616255250.0
Petrol,Manual,Maruti Omni E MPI STD BS IV,3010000000.0
Diesel,Manual,Mahindra XUV500 W6 2WD,8750000000.0
Diesel,Manual,Ford EcoSport 1.5 Diesel Titanium BSIV,8610000000.0
Diesel,Manual,Chevrolet Beat Diesel PS,1170000000.0
Diesel,Manual,Tata Indigo CS eLX BS IV,1575000000.0
Diesel,Manual,Tata Indigo CR4,1350000000.0
Diesel,Manual,Tata Indica Vista TDI LS,1755000000.0
Diesel,Manual,Maruti Ertiga 1.5 VDI,7700000000.0
Diesel,Manual,Isuzu D-Max V-Cross Standard,16616255250.0
Petrol,Manual,Skoda Superb 1.8 TFSI MT,3600000000.0
Diesel,Manual,Nissan Kicks XV Premium D BSIV,16616255250.0
Petrol,Manual,Maruti Swift 1.2 DLX,3038000000.0
Diesel,Manual,Maruti Swift VDI BSIV,2610000000.0
Diesel,Manual,Mahindra Bolero Power Plus SLX,9800000000.0
Petrol,Manual,Maruti Alto 800 Base,2450000000.0
Diesel,Manual,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,8050000000.0
Diesel,Manual,Maruti Ritz LDi,5320000000.0
Diesel,Manual,Mahindra Xylo D4 BSIV,3150000000.0
Diesel,Manual,Renault Duster 85PS Diesel RxL Optional,4050000000.0
CNG,Manual,Hyundai Santro AT CNG,1170000000.0
Diesel,Manual,Maruti Swift VDI BSIV,4480000000.0
Diesel,Manual,Mahindra XUV500 W6 2WD,7700000000.0
Petrol,Manual,Maruti Wagon R VXI BS IV,5180000000.0
Petrol,Manual,Chevrolet Beat LT,1034991000.0
Petrol,Manual,Ford Ecosport Sports Petrol,15400000000.0
Diesel,Manual,Hyundai Tucson CRDi,1530000000.0
Diesel,Manual,Tata Indigo TDI,720000000.0
Diesel,Manual,Ford EcoSport 1.5 Diesel Titanium BSIV,13300000000.0
Diesel,Manual,Maruti Swift Dzire VDI,5950000000.0
Diesel,Manual,Hyundai i20 Asta Option 1.4 CRDi,7000000000.0
Petrol,Manual,Hyundai Santro Xing XG eRLX Euro III,630000000.0
Diesel,Manual,Honda Amaze S i-Dtech,3141000000.0
Petrol,Manual,Hyundai i20 1.2 Sportz,2970000000.0
Petrol,Manual,Hyundai Santro Xing GLS,1080000000.0
Diesel,Manual,Hyundai Verna 1.6 SX CRDi (O),3870000000.0
Diesel,Manual,Maruti Swift VDI BSIV,5460000000.0
Diesel,Manual,Nissan Micra Diesel XV Primo,2025000000.0
Diesel,Automatic,Mahindra Scorpio VLS AT 2.2 mHAWK,3150000000.0
Diesel,Manual,Tata Sumo LX,900000000.0
Petrol,Manual,Hyundai EON Era Plus,2660000000.0
Diesel,Manual,Hyundai i20 Sportz 1.4 CRDi,4410000000.0
Diesel,Manual,Hyundai Grand i10 CRDi Magna,4200000000.0
Petrol,Manual,Renault KWID RXT,3920000000.0
Petrol,Manual,Tata Tiago 1.2 Revotron XZ,7546000000.0
Petrol,Manual,Maruti Celerio ZXI,5880000000.0
Petrol,Manual,Maruti Omni E 8 Str STD,765000000.0
Petrol,Manual,OpelCorsa 1.6Gls,1278000000.0
Petrol,Manual,Hyundai EON D Lite,2520000000.0
Diesel,Manual,Chevrolet Tavera Neo 3 Max 9 Str BSIII,5600000000.0
Diesel,Automatic,Mahindra Scorpio VLX 2WD ABS AT BSIII,3240000000.0
Petrol,Manual,Hyundai Santro Xing XG,765000000.0
Petrol,Manual,Honda Brio 1.2 S MT,4900000000.0
Petrol,Manual,Datsun GO Plus T BSIV,5320000000.0
Petrol,Manual,Hyundai i10 Era,1260000000.0
Petrol,Manual,Maruti Wagon R VXI BS IV,1800000000.0
Petrol,Manual,Hyundai Santro Xing GL,1350000000.0
Diesel,Manual,Mahindra Bolero SLX 2WD,2700000000.0
Petrol,Manual,Renault KWID RXT,3920000000.0
Petrol,Manual,Maruti Alto K10 2010-2014 VXI,1800000000.0
Petrol,Manual,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,990000000.0
Petrol,Manual,Hyundai i10 Magna,1260000000.0
Petrol,Manual,Honda City i-VTEC VX,16100000000.0
Diesel,Manual,Honda BR-V i-DTEC VX MT,12740000000.0
Diesel,Manual,Ford Figo Diesel Titanium,1440000000.0
Petrol,Manual,Maruti Zen LX,945000000.0
Petrol,Manual,Maruti Wagon R LXI,630000000.0
Diesel,Manual,Chevrolet Beat Diesel,1440000000.0
Diesel,Manual,Chevrolet Sail Hatchback LT ABS,2025000000.0
Petrol,Manual,Honda City 1.3 EXI,1305000000.0
Diesel,Manual,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,13020000000.0
Diesel,Manual,Hyundai Getz 1.5 CRDi GVS,990000000.0
Diesel,Manual,Renault Lodgy Stepway 85PS RXZ 8S,9100000000.0
Petrol,Manual,Maruti Swift VXI,7700000000.0
Petrol,Manual,Maruti Alto LX BSIII,765000000.0
Petrol,Manual,Toyota Etios 1.5 V,7139986000.0
Diesel,Manual,Maruti Baleno Alpha 1.3,9100000000.0
Petrol,Manual,Chevrolet Spark 1.0 LS,1260000000.0
Petrol,Manual,Maruti Alto LXi,1350000000.0
Petrol,Manual,Datsun GO Plus A Option Petrol,6300000000.0
Diesel,Manual,Hyundai Accent CRDi,1530000000.0
Petrol,Manual,Renault KWID 1.0 RXT Optional,5600000000.0
Petrol,Manual,Tata Tiago 1.2 Revotron XE,4200000000.0
Petrol,Manual,Maruti Alto 800 Base,2250000000.0
Petrol,Manual,Tata Tigor 1.2 Revotron XM,7000000000.0
Diesel,Manual,Hyundai Accent CRDi,765000000.0
Diesel,Manual,Nissan Sunny Diesel XL,2700000000.0
Diesel,Automatic,Mahindra XUV500 AT W8 FWD,10360000000.0
Petrol,Manual,Hyundai Santro Xing XG,630000000.0
Petrol,Automatic,Hyundai Santro Sportz AMT,6789986000.0
Petrol,Manual,Nissan Micra Active XV S,1476000000.0
Petrol,Automatic,Honda City 1.5 V AT,1260000000.0
Diesel,Automatic,Mercedes-Benz E-Class E250 CDI Elegance,8991000000.0
Petrol,Manual,Maruti Alto LXI,504000000.0
Diesel,Automatic,BMW 7 Series 730Ld,9450000000.0
Petrol,Manual,Hyundai Verna 1.6 VTVT,1710000000.0
Diesel,Automatic,Audi Q5 3.0 TDI Quattro Technology,16616255250.0
Petrol,Manual,Hyundai i10 Sportz 1.2,2115000000.0
Petrol,Manual,Datsun GO Plus T,4900000000.0
Diesel,Manual,Renault Duster 110PS Diesel RxL,6510000000.0
Petrol,Automatic,Toyota Camry Hybrid 2.5,16616255250.0
Diesel,Manual,Honda City i DTec SV,6300000000.0
Diesel,Manual,Volkswagen Jetta 2.0L TDI Highline,11060000000.0
Diesel,Manual,Mahindra Marazzo M2 8Str,12600000000.0
Diesel,Manual,Ford Ecosport 1.5 DV5 MT Titanium Optional,6300000000.0
Petrol,Manual,Chevrolet Spark 1.0 LS,1215000000.0
Petrol,Manual,Maruti Celerio ZXI MT BSIV,5950000000.0
Diesel,Manual,Tata Indica Vista Terra 1.4 TDI,900000000.0
Diesel,Manual,Ford EcoSport 1.5 TDCi Titanium BSIV,9100000000.0
Diesel,Manual,Tata Indica Vista Aqua 1.4 TDI,810000000.0
Petrol,Manual,Hyundai EON Era Plus,3500000000.0
Diesel,Manual,Maruti Swift Dzire VDI,4200000000.0
Petrol,Manual,Maruti Wagon R VXI BS IV,3850000000.0
Petrol,Manual,Honda BRV i-VTEC V MT,8400000000.0
Petrol,Manual,Renault KWID RXT,3780000000.0
Petrol,Manual,Renault KWID RXT Optional,3360000000.0
Petrol,Manual,Renault KWID 1.0 RXT Optional,4900000000.0
Petrol,Manual,Maruti Omni 5 Str STD,585000000.0
Diesel,Manual,Maruti Swift Dzire VDI,9100000000.0
Petrol,Manual,Maruti Wagon R LX BS IV,4900000000.0
Petrol,Manual,Maruti Wagon R LXI,675000000.0
Diesel,Manual,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),3960000000.0
Petrol,Manual,Hyundai Santro Xing GLS,2430000000.0
Diesel,Manual,Toyota Innova 2.5 V Diesel 7-seater,16100000000.0
Petrol,Manual,Maruti Omni 8 Seater BSII,3332000000.0
Petrol,Automatic,Mercedes-Benz B Class B180 Sports,9900000000.0
Diesel,Manual,Mahindra XUV500 W10 2WD,16616255250.0
Diesel,Manual,Skoda Fabia 1.2L Diesel Ambiente,2340000000.0
Diesel,Manual,Toyota Etios VD,3150000000.0
Diesel,Manual,Toyota Etios Liva VD,6720000000.0
Diesel,Manual,Toyota Etios Liva GD,3105000000.0
Diesel,Manual,Mahindra Scorpio M2DI,4500000000.0
Petrol,Manual,Hyundai Grand i10 Asta Option,8330000000.0
Diesel,Manual,Hyundai Verna CRDi 1.6 SX Option,16616255250.0
Diesel,Manual,Volkswagen Vento 1.5 TDI Highline BSIV,16616255250.0
Petrol,Manual,Renault KWID Climber 1.0 MT Opt BSIV,7574000000.0
Petrol,Manual,Hyundai Santro Asta,7210000000.0
Diesel,Manual,Ford Figo Aspire Titanium Plus Diesel,12529986000.0
Diesel,Manual,Renault Pulse RxZ Optional,2925000000.0
Petrol,Manual,Maruti Ciaz 1.4 Alpha,12950000000.0
Petrol,Manual,Nissan Terrano XL P,11829986000.0
Petrol,Manual,Maruti Ciaz 1.4 Alpha,12950000000.0
Diesel,Manual,Tata Manza Club Class Quadrajet90 LX,2700000000.0
Petrol,Manual,Toyota Camry M/t,5850000000.0
Petrol,Manual,Maruti Alto K10 LXI,1575000000.0
Diesel,Manual,Maruti SX4 S Cross DDiS 320 Delta,4550000000.0
Diesel,Manual,Renault Duster 85PS Diesel RxZ,8400000000.0
Petrol,Manual,Maruti Swift ZXI Plus,9800000000.0
Petrol,Automatic,Toyota Corolla H3,855000000.0
Petrol,Manual,Maruti Celerio ZXI,6860000000.0
Diesel,Manual,Tata Safari DICOR 2.2 EX 4x2,3420000000.0
Petrol,Manual,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,7700000000.0
Petrol,Manual,Maruti Alto 800 LXI,2025000000.0
Petrol,Manual,Tata Nexon 1.2 Revotron XM,7980000000.0
Petrol,Manual,Maruti Alto 800 LXI,4270000000.0
LPG,Manual,Maruti Wagon R Duo Lxi,2160000000.0
Diesel,Manual,Maruti Ertiga SHVS VDI,9800000000.0
Petrol,Manual,Maruti Omni E MPI STD BS IV,4032000000.0
Diesel,Manual,Mahindra Bolero B4,11200000000.0
Petrol,Manual,Maruti Celerio VXI,6020000000.0
Diesel,Manual,Chevrolet Beat Diesel LT Option,1755000000.0
Petrol,Manual,Maruti Eeco Smiles 5 Seater AC,4550000000.0
Diesel,Manual,Renault Duster 85PS Diesel RxE,4050000000.0
Diesel,Manual,Maruti Swift Dzire VDI,8820000000.0
Petrol,Manual,Maruti Swift 1.3 VXi,2250000000.0
Petrol,Manual,Hyundai Santro GLS I - Euro II,1215000000.0
Petrol,Manual,Chevrolet Spark 1.0 PS,990000000.0
Diesel,Manual,Maruti Swift ZDi,3150000000.0
Petrol,Manual,Maruti Omni E MPI STD BS IV,3360000000.0
Diesel,Manual,Toyota Innova 2.5 V Diesel 8-seater,3150000000.0
Petrol,Manual,Maruti Swift ZXI Plus,8400000000.0
Diesel,Manual,Maruti Swift Dzire VDI,10500000000.0
Petrol,Manual,Hyundai EON Era Plus,3780000000.0
Petrol,Manual,Maruti Alto LXi,810000000.0
Petrol,Manual,Maruti Wagon R Stingray VXI,3150000000.0
Diesel,Manual,Ford Figo Diesel Celebration Edition,2565000000.0
Diesel,Manual,Toyota Innova 2.5 E Diesel MS 7-seater,5985000000.0
Diesel,Manual,Mahindra Scorpio 2.6 CRDe,1575000000.0
Diesel,Manual,Mahindra Xylo D2,3150000000.0
Petrol,Automatic,Honda City i-VTEC CVT ZX,16616255250.0
Petrol,Manual,Honda Jazz Select Edition Active,2565000000.0
Petrol,Manual,Honda City i-VTEC VX,14000000000.0
Diesel,Manual,Honda Amaze VX Diesel BSIV,10920000000.0
Petrol,Manual,Maruti Celerio VXI,4200000000.0
Petrol,Manual,Maruti Swift VXI BSIII,1440000000.0
Petrol,Manual,Honda Amaze VX i-VTEC,8750000000.0
Petrol,Manual,Maruti Ritz VXi,2385000000.0
Diesel,Manual,Honda City i DTEC V,7210000000.0
Diesel,Manual,Hyundai i20 Active 1.4 SX,9100000000.0
Diesel,Manual,Mahindra TUV 300 T8,9100000000.0
Petrol,Manual,Hyundai Getz 1.3 GLS,1350000000.0
Petrol,Manual,Toyota Etios Liva 1.2 V,7000000000.0
Diesel,Manual,Toyota Innova 2.5 GX 7 STR BSIV,9000000000.0
Petrol,Manual,Hyundai i20 Magna Optional 1.2,3060000000.0
Diesel,Manual,Toyota Innova 2.5 G (Diesel) 8 Seater,9090000000.0
Diesel,Manual,Toyota Etios GD,3150000000.0
Diesel,Manual,Maruti Swift VDI BSIV,8330000000.0
Diesel,Manual,Mahindra Scorpio VLX 2WD BSIV,9800000000.0
Petrol,Manual,Renault KWID RXL,3710000000.0
Petrol,Manual,Maruti Alto K10 VXI,4480000000.0
Petrol,Manual,Honda City 1.5 S MT,2790000000.0
Diesel,Manual,Honda City i DTEC VX,9800000000.0
Petrol,Manual,Maruti Alto LXi BSIII,1170000000.0
Diesel,Manual,Maruti Swift Dzire VDi,1350000000.0
Diesel,Manual,Honda Amaze E i-Dtech,4200000000.0
Petrol,Manual,Maruti Swift Dzire LXi,1350000000.0
Petrol,Manual,Honda City 1.3 EXI,1080000000.0
Diesel,Manual,Hyundai Creta 1.4 CRDi S Plus,13300000000.0
Petrol,Manual,Maruti Wagon R VXI BS IV,900000000.0
Diesel,Manual,Honda Jazz 1.5 SV i DTEC,6300000000.0
Petrol,Manual,Maruti 800 EX,270000000.0
Petrol,Manual,Mahindra Renault Logan 1.6 Petrol GLSX,1800000000.0
Diesel,Manual,Tata Indigo LS,2250000000.0
Petrol,Manual,Maruti Alto VXi,3920000000.0
Diesel,Manual,Maruti Ritz VDi,2340000000.0
Diesel,Manual,Hyundai Verna SX Diesel,4950000000.0
Diesel,Manual,Mahindra XUV500 W10 1.99 mHawk,14629986000.0
Diesel,Manual,Mahindra Scorpio EX,4950000000.0
Petrol,Manual,Maruti Wagon R VXI BS IV,2940000000.0
Diesel,Manual,Mahindra Xylo E8,2610000000.0
Diesel,Manual,Fiat 500 Lounge,2258991000.0
Petrol,Manual,Renault Triber RXT BSIV,8400000000.0
Diesel,Manual,Fiat Grande Punto EVO 1.3 Active,3780000000.0
Diesel,Manual,Tata New Safari 4X4 EX,4950000000.0
Diesel,Manual,Mahindra TUV 300 mHAWK100 T8,11200000000.0
Petrol,Manual,Tata Altroz XE,7000000000.0
Petrol,Manual,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5544000000.0
Diesel,Manual,Honda City i DTEC VX,8400000000.0
Petrol,Manual,Maruti Wagon R ZXI 1.2,8050000000.0
Petrol,Manual,Hyundai Santro Sportz BSIV,7280000000.0
Diesel,Automatic,Mahindra XUV500 AT W10 FWD,16616255250.0
Petrol,Automatic,Maruti Baleno Delta Automatic,8400000000.0
Diesel,Manual,Chevrolet Beat Diesel LS,1755000000.0
Petrol,Automatic,Maruti Alto K10 VXI AGS,3934000000.0
Petrol,Manual,Tata Indica GLS BS IV,675000000.0
Petrol,Manual,Hyundai Grand i10 Sportz,5600000000.0
Diesel,Manual,Tata Indica Vista Terra 1.4 TDI,837000000.0
Petrol,Manual,Hyundai i20 Active S Petrol,7840000000.0
Petrol,Manual,Hyundai EON 1.0 Era Plus,5600000000.0
Petrol,Manual,Tata Tigor 1.2 Revotron XT,6439986000.0
Diesel,Manual,Hyundai Xcent 1.2 CRDi E,6300000000.0
CNG,Manual,Maruti Alto Green LXi (CNG),792000000.0
Petrol,Manual,Hyundai i20 1.2 Era,2250000000.0
Petrol,Manual,Ford Ikon 1.4 ZXi,198000000.0
Diesel,Manual,Chevrolet Beat Diesel LS,1170000000.0
Petrol,Manual,Maruti Zen VXi - BS III,711000000.0
Diesel,Manual,Chevrolet Beat Diesel LS,1080000000.0
Diesel,Automatic,BMW 7 Series 730Ld,10681878375.0
Diesel,Manual,Chevrolet Optra Magnum 2.0 LT,2700000000.0
Petrol,Manual,Maruti A-Star Lxi,1305000000.0
Diesel,Automatic,Ford Endeavour 3.2 Titanium AT 4X4,16616255250.0
Petrol,Manual,Chevrolet Spark 1.0 LT,2160000000.0
Diesel,Manual,Honda WR-V i-DTEC VX,9800000000.0
Petrol,Manual,Hyundai Accent GLX,1305000000.0
Diesel,Manual,Maruti Ertiga VDI Limited Edition,7490000000.0
Petrol,Manual,Mahindra KUV 100 mFALCON G80 K2 Plus,5880000000.0
Petrol,Manual,Maruti Alto K10 VXI,4900000000.0
Diesel,Manual,Maruti Swift VDI BSIV,7700000000.0
Diesel,Manual,Mitsubishi Montero 3.2 MT,6750000000.0
Diesel,Manual,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,1782000000.0
Diesel,Manual,Hyundai i20 Magna Optional 1.4 CRDi,3780000000.0
Diesel,Manual,Ford Endeavour 4x2 XLT,1755000000.0
Petrol,Manual,Hyundai EON Sportz,1350000000.0
Petrol,Manual,Nissan Micra XL,2475000000.0
Petrol,Manual,Maruti 800 Std,585000000.0
Petrol,Manual,Maruti Swift LXi BSIV,1800000000.0
Diesel,Manual,Maruti Swift Dzire VDi,2250000000.0
Diesel,Manual,Tata Indigo TDI,1638000000.0
Petrol,Manual,Maruti Zen VX,765000000.0
Diesel,Manual,Maruti Swift VDI,3600000000.0
Diesel,Manual,Maruti Baleno Delta 1.3,9100000000.0
Petrol,Manual,Hyundai i10 Magna 1.2,3600000000.0
Diesel,Manual,Tata Manza Aura (ABS) Quadrajet BS IV,2655000000.0
LPG,Manual,Maruti Omni LPG STD BSIV,540000000.0
Diesel,Manual,Maruti Zen D PS,990000000.0
Diesel,Manual,Fiat Linea 1.3 Multijet Emotion,7700000000.0
Petrol,Manual,Hyundai Santro Xing GLS,1710000000.0
Diesel,Manual,Ford Aspire Titanium Plus Diesel BSIV,12067986000.0
Petrol,Manual,Ford Aspire Titanium Plus BSIV,10948000000.0
Diesel,Manual,Ford Freestyle Titanium Plus Diesel BSIV,11704000000.0
Petrol,Manual,Honda City i VTEC V,9744000000.0
Diesel,Manual,Honda Jazz 1.5 VX i DTEC,8344000000.0
Petrol,Manual,Honda Jazz 1.2 VX i VTEC,8568000000.0
Petrol,Manual,Maruti Alto 800 LXI,1609986000.0
Diesel,Manual,Tata Bolt Quadrajet XE,4760000000.0
Petrol,Manual,Maruti Swift ZXI Plus,7700000000.0
Petrol,Manual,Chevrolet Aveo U-VA 1.2 LT,1034991000.0
Petrol,Manual,Maruti Wagon R VXI,945000000.0
Diesel,Manual,Maruti Vitara Brezza ZDi,12460000000.0
Petrol,Manual,Tata Nexon 1.2 Revotron XZ Plus,10010000000.0
Petrol,Manual,Hyundai i20 Asta (o),7350000000.0
Petrol,Manual,Hyundai i20 Asta 1.2,6650000000.0
Diesel,Manual,Chevrolet Cruze LT,3141000000.0
Petrol,Automatic,Volkswagen Polo GTI,11550000000.0
Diesel,Manual,Mahindra Scorpio SLE BSIV,7700000000.0
Petrol,Manual,Maruti Swift 1.3 VXI ABS,855000000.0
Diesel,Manual,Toyota Innova 2.5 G (Diesel) 7 Seater,10150000000.0
Petrol,Manual,Tata Tigor 1.2 Revotron XZ Option,9380000000.0
Petrol,Manual,Maruti Alto LX,585000000.0
Diesel,Manual,Mahindra Xylo D4,7000000000.0
Petrol,Manual,Mahindra KUV 100 mFALCON G80 K8 5str,8400000000.0
Petrol,Manual,Maruti Wagon R VXI Optional,4900000000.0
Diesel,Manual,Chevrolet Beat Diesel LT,1800000000.0
Petrol,Manual,Hyundai EON Sportz,1350000000.0
Diesel,Manual,Maruti Zen D PS,675000000.0
Diesel,Manual,Honda Amaze EX i-Dtech,3150000000.0
Diesel,Manual,Toyota Innova Crysta 2.4 VX MT 8S BSIV,16616255250.0
Diesel,Automatic,BMW X1 sDrive20d,8010000000.0
Diesel,Manual,Mahindra Scorpio M2DI,7000000000.0
Petrol,Manual,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,8400000000.0
Petrol,Manual,Chevrolet Beat LS,891000000.0
