price_in_rp,pendapatan,tabungan,DP,Tenor,Suku_Bunga,Cicilan_Bulanan
4200000000.0,670000,134000,840000000.0,20,10.0,32424727.2744867
800000000.0,1220000,244000,80000000.0,10,6.0,7993476.139798885
556000000.0,5232000,1046400,111200000.0,10,6.0,4938191.926364644
651000000.0,7183000,1436600,65100000.0,20,5.0,3866680.6760704033
995000000.0,1091000,218200,149250000.0,15,6.5,7367390.542002469
1200000000.0,7834000,1566800,180000000.0,25,9.0,8559802.909075385
1200000000.0,9092000,1818400,180000000.0,5,5.5,19483185.4152177
1100000000.0,7550000,1510000,275000000.0,25,6.0,5315486.562255493
485000000.0,1394000,278800,72750000.0,10,6.0,4576820.19254457
1400000000.0,9582000,1916400,350000000.0,25,10.0,9541357.828170642
1980000000.0,4443000,888600,198000000.0,10,5.0,18900874.81560326
1650000000.0,4944000,988800,165000000.0,5,10.0,31551861.396233473
1680000000.0,2447000,489400,168000000.0,25,8.0,11669861.236919845
750000000.0,6521000,1304200,150000000.0,15,9.0,6085599.504970686
950000000.0,2200000,440000,95000000.0,20,5.0,5642621.570302432
6500000000.0,2437000,487400,975000000.0,15,7.5,51217432.89015088
1400000000.0,4278000,855600,210000000.0,5,5.0,22456768.036373075
1150000000.0,4411000,882200,172500000.0,5,5.0,18446630.88702074
960000000.0,1470000,294000,192000000.0,20,8.5,6664882.432247301
1400000000.0,1390000,278000,350000000.0,5,5.0,19814795.32621154
1980000000.0,9984000,1996800,495000000.0,10,9.0,18811352.401911955
2520000000.0,7228000,1445600,252000000.0,15,9.0,23003566.128789194
1560000000.0,929000,185800,156000000.0,25,9.0,11782316.945433175
1500000000.0,572000,114400,300000000.0,5,10.0,25496453.653522
1920000000.0,3397000,679400,384000000.0,20,5.5,10565949.048717843
1560000000.0,9889000,1977800,234000000.0,5,6.5,25944712.538034216
1400000000.0,141000,28200,210000000.0,20,8.0,9953636.82102225
2520000000.0,4483000,896600,378000000.0,25,9.5,18714582.475687113
2520000000.0,5033000,1006600,252000000.0,5,8.0,45986862.246122606
1980000000.0,1373000,274600,495000000.0,25,5.5,9119199.260379786
2640000000.0,1588000,317600,264000000.0,15,5.5,19413902.881798133
2040000000.0,5132000,1026400,306000000.0,20,6.0,12422914.554011516
1650000000.0,8479000,1695800,165000000.0,20,6.0,10639001.218400868
1410000000.0,3916000,783200,282000000.0,15,5.5,9216701.368126387
1200000000.0,7024000,1404800,120000000.0,10,9.5,13974936.216564022
1650000000.0,2786000,557200,412500000.0,15,8.5,12186152.029329218
1900000000.0,4897000,979400,190000000.0,25,8.0,13198057.351278394
2200000000.0,8104000,1620800,550000000.0,25,10.0,14993562.30141101
2700000000.0,2394000,478800,540000000.0,15,6.5,18815919.090423096
2550000000.0,58000,11600,637500000.0,10,9.0,24226741.72973509
1480000000.0,8501000,1700200,370000000.0,15,10.0,11928116.806560108
5700000000.0,6925000,1385000,570000000.0,25,10.0,46616348.246205136
3500000000.0,523000,104600,875000000.0,5,5.5,50140550.70092791
1570000000.0,1636000,327200,392500000.0,15,7.0,10583702.889287302
970000000.0,1921000,384200,145500000.0,20,9.5,7685421.643687388
1950000000.0,6762000,1352400,195000000.0,5,8.5,36006512.47897497
3000000000.0,2305000,461000,300000000.0,20,7.0,20933071.261709575
4000000000.0,5226000,1045200,800000000.0,15,9.5,33415189.851641353
750000000.0,4167000,833400,150000000.0,5,6.5,11739688.9312372
800000000.0,9560000,1912000,200000000.0,20,9.5,5592787.127001131
2500000000.0,4836000,967200,500000000.0,25,5.5,12281749.84562934
890000000.0,9914000,1982800,133500000.0,25,6.0,4874140.1022379175
2200000000.0,4304000,860800,440000000.0,15,9.0,17851091.881247345
4200000000.0,3907000,781400,630000000.0,5,5.5,68191148.95326196
4000000000.0,3624000,724800,600000000.0,15,7.0,30560161.208982445
3500000000.0,5705000,1141000,875000000.0,15,7.5,24334074.45007169
6850000000.0,5307000,1061400,685000000.0,20,9.5,57465887.72993663
3950000000.0,6408000,1281600,790000000.0,5,7.5,63319917.562170364
1900000000.0,8873000,1774600,285000000.0,25,5.5,9917513.000345694
6200000000.0,8068000,1613600,930000000.0,25,8.5,42435467.298454314
5800000000.0,5967000,1193400,580000000.0,10,9.0,66124753.897629894
4500000000.0,2887000,577400,1125000000.0,10,7.0,39186611.736285515
1090000000.0,8876000,1775200,109000000.0,25,10.0,8914354.313748
680000000.0,195000,39000,102000000.0,25,6.5,3902697.3925893693
2750000000.0,5683000,1136600,412500000.0,5,9.0,48522655.341602184
1650000000.0,9001000,1800200,247500000.0,5,9.5,29455110.486876283
2280000000.0,8455000,1691000,456000000.0,20,5.0,12037592.683311855
1500000000.0,3112000,622400,300000000.0,20,6.0,8597172.701738074
1650000000.0,8583000,1716600,412500000.0,5,6.5,24213108.42067673
1200000000.0,8392000,1678400,180000000.0,5,8.0,20681922.17418213
1350000000.0,7385000,1477000,337500000.0,25,5.5,6217635.859349853
525000000.0,6872000,1374400,131250000.0,5,5.0,7430548.247329326
2130000000.0,6826000,1365200,319500000.0,5,5.0,34166368.5124819
1450000000.0,6907000,1381400,362500000.0,15,9.0,11030149.102759369
1480000000.0,5375000,1075000,296000000.0,25,5.5,7270795.908612571
1590000000.0,8463000,1692600,397500000.0,15,9.0,12095129.016129239
1170000000.0,4670000,934000,234000000.0,5,9.0,19429820.491867226
2520000000.0,8106000,1621200,252000000.0,20,9.0,20405784.678681865
4300000000.0,3318000,663600,860000000.0,10,5.0,36486537.24224198
1170000000.0,3841000,768200,117000000.0,10,5.5,11427817.069238529
400000000.0,3362000,672400,100000000.0,5,7.0,5940359.56210484
1560000000.0,2291000,458200,390000000.0,5,8.0,23723381.317444205
750000000.0,2271000,454200,112500000.0,10,5.0,6761676.596491065
660000000.0,1588000,317600,165000000.0,5,6.0,9569736.757066993
960000000.0,6148000,1229600,240000000.0,5,7.5,14427322.988848943
660000000.0,2975000,595000,99000000.0,20,5.0,3702351.6970054554
1200000000.0,845000,169000,240000000.0,5,10.0,20397162.9228176
1560000000.0,9473000,1894600,156000000.0,15,5.0,11102742.519451313
793000000.0,462000,92400,198250000.0,15,9.0,6032350.509302192
1560000000.0,5624000,1124800,312000000.0,15,5.5,10197201.513671746
484000000.0,9759000,1951800,96800000.0,20,10.0,3736563.809726563
300000000.0,7413000,1482600,75000000.0,5,5.0,4246027.569902472
750000000.0,5720000,1144000,187500000.0,15,8.5,5539160.013331464
235000000.0,9027000,1805400,58750000.0,15,9.5,1840446.0035474338
1320000000.0,3565000,713000,330000000.0,25,8.0,7640980.571792755
660000000.0,8216000,1643200,132000000.0,10,8.0,6406096.9819628885
900000000.0,9171000,1834200,225000000.0,10,5.5,7325523.76233239
1260000000.0,7051000,1410200,252000000.0,15,5.0,7971199.757554788
1320000000.0,6741000,1348200,330000000.0,5,9.5,20791842.69661855
750000000.0,4817000,963400,150000000.0,15,8.5,5908437.3475535605
780000000.0,960000,192000,156000000.0,15,8.5,6144774.841455703
1200000000.0,293000,58600,120000000.0,15,6.5,9407959.545211548
750000000.0,298000,59600,112500000.0,15,8.5,6277714.681775657
660000000.0,4287000,857400,132000000.0,5,8.0,10705936.184282513
1200000000.0,4681000,936200,300000000.0,10,6.5,10219317.949802397
1020000000.0,9769000,1953800,255000000.0,10,8.5,9484905.198900104
1560000000.0,6662000,1332400,156000000.0,5,6.0,27143253.347317293
901000000.0,2602000,520400,225250000.0,10,7.5,8021272.049355272
901000000.0,8353000,1670600,180200000.0,25,6.0,4644124.501907588
1110000000.0,688000,137600,277500000.0,5,5.5,15901717.508008566
485000000.0,4084000,816800,72750000.0,20,8.0,3448224.1844255645
4000000000.0,3377000,675400,600000000.0,15,7.5,31518420.24009285
1200000000.0,659000,131800,240000000.0,15,6.5,8362630.7068547085
800000000.0,1000000,200000,120000000.0,10,8.0,8250276.416164327
750000000.0,503000,100600,150000000.0,20,8.0,5018640.413960798
600000000.0,5381000,1076200,90000000.0,10,5.5,5534840.175984472
650000000.0,8027000,1605400,130000000.0,25,6.0,3350367.287724675
917000000.0,9994000,1998800,229250000.0,5,8.5,14110244.420179505
950000000.0,5558000,1111600,237500000.0,25,8.5,5737242.969667685
955000000.0,2738000,547600,238750000.0,20,9.0,6444287.158776846
1870000000.0,6510000,1302000,374000000.0,15,9.5,15621601.25564233
285000000.0,1612000,322400,28500000.0,25,9.5,2241031.935113793
1330000000.0,6307000,1261400,199500000.0,20,8.0,9455954.979971137
2490000000.0,6635000,1327000,622500000.0,25,5.0,10917219.025161529
2280000000.0,9050000,1810000,228000000.0,25,5.0,11995787.651743753
230000000.0,6259000,1251800,57500000.0,10,6.5,1958702.6070454593
3500000000.0,1704000,340800,350000000.0,25,10.0,28624073.48451193
800000000.0,7602000,1520400,160000000.0,5,5.0,12077589.532167032
387000000.0,2213000,442600,96750000.0,15,7.0,2608849.0561491633
485000000.0,6805000,1361000,97000000.0,5,10.0,8243853.347972113
525000000.0,9017000,1803400,78750000.0,5,6.0,8627262.682507366
1600000000.0,7179000,1435800,240000000.0,15,8.5,13392457.98778807
445000000.0,6606000,1321200,111250000.0,5,10.0,7091201.172385805
1450000000.0,3805000,761000,290000000.0,25,9.5,10134881.266011694
200000000.0,605000,121000,20000000.0,25,6.5,1215372.890425755
1800000000.0,8679000,1735800,450000000.0,15,7.0,12134181.656507738
750000000.0,8932000,1786400,187500000.0,15,9.0,5705249.535910018
650000000.0,2341000,468200,65000000.0,20,7.5,4712720.182278044
2280000000.0,6521000,1304200,570000000.0,10,9.5,22126982.342893038
1670000000.0,8201000,1640200,167000000.0,15,7.0,13509388.910911946
1410000000.0,6523000,1304600,211500000.0,25,6.0,7721952.296803891
1330000000.0,8187000,1637400,199500000.0,15,5.5,9237128.454491915
1940000000.0,9719000,1943800,291000000.0,10,5.5,17895983.23568313
2790000000.0,4189000,837800,418500000.0,25,5.0,13863552.834361747
1330000000.0,2948000,589600,199500000.0,5,5.0,21333929.63455442
508000000.0,251000,50200,76200000.0,5,10.0,9174473.906325666
1500000000.0,6372000,1274400,375000000.0,20,10.0,10856493.5070826
583000000.0,4352000,870400,145750000.0,20,5.5,3007787.253614503
622000000.0,3160000,632000,93300000.0,15,5.0,4180925.904582556
1600000000.0,7878000,1575600,240000000.0,5,8.0,27575896.232242834
1100000000.0,5106000,1021200,165000000.0,15,8.0,8935346.988488834
799000000.0,6335000,1267000,79900000.0,20,5.5,4946597.630815756
590000000.0,2728000,545600,118000000.0,15,8.5,4647970.713408802
755000000.0,1168000,233600,113250000.0,15,6.0,5415451.194001007
1230000000.0,8752000,1750400,246000000.0,20,8.0,8230570.278895709
1200000000.0,381000,76200,180000000.0,10,8.5,12646540.265200138
1200000000.0,4458000,891600,240000000.0,5,8.0,19465338.516877297
500000000.0,4813000,962600,100000000.0,10,5.5,4341051.118419195
699000000.0,9220000,1844000,174750000.0,25,6.0,3377750.0972878095
1800000000.0,2873000,574600,180000000.0,20,8.0,13550329.117694154
2600000000.0,4508000,901600,390000000.0,15,5.0,17476539.150988176
1200000000.0,7604000,1520800,180000000.0,5,6.0,19719457.560016837
875000000.0,6387000,1277400,218750000.0,25,5.5,4029949.168097127
945000000.0,2203000,440600,94500000.0,5,7.5,17042275.280577812
660000000.0,4083000,816600,66000000.0,15,10.0,6383154.39918622
660000000.0,2121000,424200,99000000.0,15,5.0,4436352.246020076
690000000.0,5106000,1021200,103500000.0,5,8.5,12032945.623315565
350000000.0,8877000,1775400,35000000.0,20,9.0,2834136.7609280366
800000000.0,9238000,1847600,80000000.0,15,6.5,6271973.030141032
1250000000.0,5232000,1046400,187500000.0,25,9.0,8916461.363620192
690000000.0,3830000,766000,172500000.0,25,10.0,4702526.358169816
950000000.0,7462000,1492400,237500000.0,20,9.0,6410547.435432464
1800000000.0,6879000,1375800,450000000.0,25,6.0,8698068.920054445
2520000000.0,3227000,645400,504000000.0,10,7.5,23930276.657787982
1100000000.0,2597000,519400,275000000.0,20,6.0,5910556.232444926
1150000000.0,4199000,839800,115000000.0,10,6.0,11490621.950960899
1150000000.0,7707000,1541400,172500000.0,15,5.0,7730007.701398618
995000000.0,2402000,480400,149250000.0,25,5.5,5193644.965970508
756000000.0,8279000,1655800,151200000.0,20,6.5,4509226.3235953245
1440000000.0,2959000,591800,216000000.0,10,8.5,15175848.318240166
725000000.0,2528000,505600,181250000.0,15,9.5,5677971.713071871
1350000000.0,9383000,1876600,135000000.0,10,6.5,13796079.232233236
950000000.0,1833000,366600,142500000.0,25,5.0,4720564.58517694
1600000000.0,9608000,1921600,240000000.0,25,7.5,10050280.018045397
995000000.0,8378000,1675600,149250000.0,10,5.0,8970490.951344812
2300000000.0,6543000,1308600,230000000.0,5,9.0,42969795.31855252
1400000000.0,3951000,790200,140000000.0,25,9.0,10573874.181799006
1700000000.0,5836000,1167200,255000000.0,10,6.0,16042462.530568598
1400000000.0,6911000,1382200,280000000.0,10,5.0,11879337.70677646
1700000000.0,3835000,767000,170000000.0,25,10.0,13903121.406762937
995000000.0,9321000,1864200,99500000.0,10,7.5,10629743.426115643
1420000000.0,3719000,743800,284000000.0,20,9.0,10220886.858457934
2300000000.0,9930000,1986000,575000000.0,20,9.5,16079262.990128253
1950000000.0,2162000,432400,487500000.0,10,8.0,17744160.67447107
770000000.0,2751000,550200,154000000.0,20,8.5,5345791.117531689
1350000000.0,5517000,1103400,202500000.0,20,8.0,9598149.791700026
900000000.0,7739000,1547800,90000000.0,15,10.0,8704301.453435754
4200000000.0,8503000,1700600,1050000000.0,15,8.5,31019296.07465619
1560000000.0,3631000,726200,234000000.0,10,7.0,15395984.344389508
1050000000.0,2236000,447200,105000000.0,15,6.0,7974447.02505797
1560000000.0,1613000,322600,312000000.0,15,6.5,10871419.918911122
4900000000.0,7959000,1591800,1225000000.0,20,8.0,30739172.535509888
1730000000.0,9531000,1906200,346000000.0,15,7.5,12829851.062437797
1200000000.0,6603000,1320600,300000000.0,5,8.5,18464878.194346134
1220000000.0,7546000,1509200,183000000.0,25,9.5,9060234.373150108
4900000000.0,7328000,1465600,980000000.0,15,9.5,40933607.568260655
1000000000.0,409000,81800,250000000.0,10,9.5,9704816.817058349
350000000.0,7061000,1412200,70000000.0,20,9.0,2519232.676380477
660000000.0,7799000,1559800,99000000.0,25,5.5,3445030.83169903
1300000000.0,8901000,1780200,195000000.0,20,9.5,10300049.625560418
870000000.0,7360000,1472000,174000000.0,10,7.0,8081150.153616212
890000000.0,1605000,321000,89000000.0,5,7.5,16050396.825094448
800000000.0,9487000,1897400,120000000.0,25,8.5,5475544.167542493
1170000000.0,2234000,446800,292500000.0,25,7.0,6201987.456088921
1250000000.0,4281000,856200,250000000.0,5,6.0,19332801.52942827
1100000000.0,384000,76800,110000000.0,25,8.5,7971748.126275101
1450000000.0,7563000,1512600,362500000.0,10,8.0,13194375.886145156
900000000.0,9583000,1916600,135000000.0,15,5.0,6049571.24457283
1300000000.0,3400000,680000,260000000.0,20,9.5,9694164.353468629
2310000000.0,428000,85600,231000000.0,5,10.0,44172605.95472686
1430000000.0,7682000,1536400,286000000.0,25,7.0,8085554.016827038
575000000.0,3195000,639000,143750000.0,5,5.0,8138219.50897974
3200000000.0,5346000,1069200,800000000.0,20,7.5,19334236.645243254
485000000.0,6353000,1270600,97000000.0,10,5.5,4210819.584866619
506000000.0,332000,66400,126500000.0,20,5.5,2610532.333325795
980000000.0,3813000,762600,245000000.0,10,9.0,9310669.37064329
980000000.0,7919000,1583800,98000000.0,25,8.5,7102102.8761359975
980000000.0,3233000,646600,245000000.0,20,9.5,6851164.230576386
846000000.0,4548000,909600,211500000.0,5,9.0,13171176.391121533
1170000000.0,6925000,1385000,175500000.0,20,5.0,6563259.826509671
1170000000.0,6419000,1283800,234000000.0,20,6.0,6705794.707355698
1850000000.0,8048000,1609600,277500000.0,5,7.5,31509674.166618
6800000000.0,1844000,368800,1020000000.0,15,7.5,53581314.40815785
1650000000.0,4185000,837000,330000000.0,10,6.5,14988332.993043516
2400000000.0,4693000,938600,600000000.0,10,8.0,21838966.983964395
3550000000.0,2812000,562400,887500000.0,5,7.0,52720691.11368045
2400000000.0,6850000,1370000,600000000.0,10,10.0,23787132.638717145
3550000000.0,2635000,527000,532500000.0,25,9.0,25322750.272681344
2600000000.0,2087000,417400,260000000.0,25,7.5,17292393.560460467
3700000000.0,8713000,1742600,740000000.0,15,9.0,30022290.89118872
2200000000.0,7112000,1422400,440000000.0,15,7.5,16315417.536048064
2100000000.0,9094000,1818800,315000000.0,20,8.0,14930455.231533373
1800000000.0,7725000,1545000,450000000.0,10,8.5,16738067.998059008
4700000000.0,1803000,360600,940000000.0,5,5.0,70955838.50148131
3000000000.0,5508000,1101600,750000000.0,10,7.5,26707898.055566948
5500000000.0,9174000,1834800,825000000.0,20,6.0,33493151.983854577
4000000000.0,1767000,353400,600000000.0,10,5.0,36062275.18128568
6300000000.0,5321000,1064200,1260000000.0,10,6.5,57228180.51889342
3000000000.0,74000,14800,450000000.0,25,9.0,21399507.27268846
2200000000.0,4953000,990600,550000000.0,5,7.0,32671977.59157662
2700000000.0,3275000,655000,675000000.0,25,8.5,16305848.44010816
7775000000.0,226000,45200,777500000.0,5,9.0,145256590.69641125
2600000000.0,2207000,441400,260000000.0,25,5.5,14369647.31938633
4700000000.0,5338000,1067600,940000000.0,25,6.5,25387789.266671326
3950000000.0,4384000,876800,987500000.0,25,5.5,18192341.958838463
5500000000.0,1067000,213400,550000000.0,15,8.5,48744608.11731687
3000000000.0,7900000,1580000,300000000.0,20,9.0,24292600.8079546
3350000000.0,6109000,1221800,335000000.0,10,9.5,39013363.60457456
6500000000.0,7355000,1471000,1625000000.0,10,7.5,57867112.453728385
1850000000.0,3955000,791000,370000000.0,25,6.0,9535660.741985613
2300000000.0,6461000,1292200,460000000.0,10,6.5,20892827.808484904
7775000000.0,9826000,1965200,777500000.0,10,9.5,90545940.9031544
1350000000.0,7293000,1458600,202500000.0,25,7.5,8479923.765225805
2500000000.0,406000,81200,250000000.0,5,7.5,45085384.34015294
7775000000.0,779000,155800,777500000.0,20,7.5,56371383.718787365
2700000000.0,8850000,1770000,405000000.0,10,8.0,27844682.904554605
2600000000.0,3229000,645800,650000000.0,25,8.5,15701928.127511559
2500000000.0,5960000,1192000,625000000.0,25,5.5,11514140.480277508
5500000000.0,5871000,1174200,1375000000.0,20,8.5,35797708.37632828
1590000000.0,5372000,1074400,238500000.0,15,8.5,13308755.125364395
2400000000.0,8060000,1612000,240000000.0,15,8.0,20642085.021535702
4300000000.0,9808000,1961600,1075000000.0,20,6.5,24044733.620361973
3750000000.0,5167000,1033400,375000000.0,10,7.5,40061847.08335042
2750000000.0,6343000,1268600,550000000.0,25,8.0,16979956.82620612
3100000000.0,5002000,1000400,465000000.0,25,7.0,18623631.84819864
3500000000.0,6739000,1347800,875000000.0,25,6.5,17724187.985375594
1710000000.0,7495000,1499000,171000000.0,15,8.0,14707485.577844188
1950000000.0,3037000,607400,195000000.0,25,5.5,10777235.489539746
2300000000.0,2372000,474400,460000000.0,10,5.0,19516054.803989895
2400000000.0,6897000,1379400,480000000.0,25,6.0,12370586.908521878
1550000000.0,3068000,613600,387500000.0,10,7.5,13799080.662042923
695000000.0,1966000,393200,104250000.0,20,8.5,5126665.751106892
2640000000.0,3756000,751200,528000000.0,5,5.0,39856045.45615121
4500000000.0,272000,54400,450000000.0,25,6.0,26094206.760163337
2640000000.0,4807000,961400,396000000.0,25,6.0,14458123.449334946
1950000000.0,6262000,1252400,487500000.0,15,9.0,14833648.793366047
1450000000.0,8916000,1783200,145000000.0,15,8.5,12850851.230928995
3700000000.0,3092000,618400,740000000.0,20,6.0,21206359.330953915
2000000000.0,4195000,839000,200000000.0,20,5.5,12381971.541466223
3200000000.0,794000,158800,480000000.0,5,9.0,56462726.21568254
1950000000.0,5863000,1172600,195000000.0,20,6.5,13084808.528290004
1950000000.0,7398000,1479600,195000000.0,5,6.5,34338590.123868816
1650000000.0,948000,189600,165000000.0,25,9.0,12462065.999977399
2640000000.0,1216000,243200,528000000.0,10,5.0,22401036.81849275
7775000000.0,2859000,571800,777500000.0,20,6.5,52171480.15766912
1250000000.0,3754000,750800,250000000.0,20,8.0,8364400.6899346635
5500000000.0,5720000,1144000,1100000000.0,5,5.0,83033428.03364836
2500000000.0,2836000,567200,375000000.0,5,8.0,43087337.86287943
3700000000.0,4945000,989000,740000000.0,15,9.5,30909050.61276825
3720000000.0,3026000,605200,558000000.0,5,5.5,60397874.78717488
4000000000.0,9224000,1844800,400000000.0,15,6.5,31359865.15070516
2400000000.0,9143000,1828600,360000000.0,5,7.0,40394445.02231292
4500000000.0,8582000,1716400,675000000.0,15,8.5,37666288.09065395
4500000000.0,8832000,1766400,675000000.0,10,5.0,40570059.57894639
2900000000.0,7878000,1575600,580000000.0,20,9.0,20873642.175723955
2500000000.0,6239000,1247800,500000000.0,5,8.0,40552788.5768277
1520000000.0,9055000,1811000,228000000.0,20,6.0,9256289.275537994
3500000000.0,894000,178800,350000000.0,5,8.5,64627073.68021146
7775000000.0,4915000,983000,1166250000.0,15,6.0,55768388.123652756
1400000000.0,4514000,902800,350000000.0,25,5.5,6447918.668955404
3600000000.0,4414000,882800,720000000.0,20,6.0,20633214.48417138
4950000000.0,7219000,1443800,742500000.0,20,7.0,32620702.716164086
1900000000.0,3706000,741200,380000000.0,15,5.0,12020063.126471506
1550000000.0,9267000,1853400,155000000.0,10,10.0,18435027.795005787
5500000000.0,7757000,1551400,1100000000.0,10,6.5,49961109.97681172
2750000000.0,2827000,565400,412500000.0,20,8.0,19551786.612722274
2300000000.0,218000,43600,230000000.0,10,8.5,25665037.59702381
1450000000.0,5519000,1103800,145000000.0,15,10.0,14023596.786090938
4950000000.0,6322000,1264400,1237500000.0,10,7.0,43105272.90991406
7775000000.0,8793000,1758600,1943750000.0,25,5.5,35808976.89366305
1300000000.0,5399000,1079800,195000000.0,25,6.5,7461039.132891441
7775000000.0,6241000,1248200,777500000.0,15,6.0,59048881.54269115
1680000000.0,8086000,1617200,336000000.0,10,9.5,17391031.73616856
1290000000.0,8656000,1731200,258000000.0,20,5.5,7098997.0171073
3500000000.0,462000,92400,875000000.0,20,7.0,20351597.05999542
6000000000.0,2418000,483600,600000000.0,5,5.0,101904661.67765933
5750000000.0,4645000,929000,575000000.0,15,9.0,52488295.73037217
4000000000.0,252000,50400,1000000000.0,10,7.5,35610530.74075593
4800000000.0,2155000,431000,720000000.0,5,5.0,76994633.26756483
4000000000.0,7953000,1590600,1000000000.0,5,7.5,60113845.7868706
2700000000.0,6823000,1364600,540000000.0,15,6.0,18227307.485846788
7775000000.0,1169000,233800,1943750000.0,5,6.0,112734398.91847861
949000000.0,8887000,1777400,189800000.0,15,6.0,6406561.038543926
7775000000.0,8931000,1786200,1943750000.0,10,7.0,67705756.94435997
7700000000.0,4141000,828200,1925000000.0,5,10.0,122701683.20757462
7775000000.0,2685000,537000,1166250000.0,5,9.5,138796050.93058366
7775000000.0,2741000,548200,1555000000.0,20,7.5,50107896.6389221
7775000000.0,4408000,881600,1555000000.0,10,9.5,80485280.8028039
7775000000.0,2993000,598600,777500000.0,5,7.5,140215545.29787567
7775000000.0,6459000,1291800,1166250000.0,5,7.5,132425792.78132701
7775000000.0,67000,13400,777500000.0,15,7.5,64867689.891191095
7775000000.0,9689000,1937800,777500000.0,10,8.0,84898984.1501616
2350000000.0,8144000,1628800,352500000.0,25,5.5,12266397.658322303
7775000000.0,4005000,801000,1166250000.0,10,10.0,87335118.23673442
3150000000.0,1165000,233000,787500000.0,15,5.5,19303596.61542428
5500000000.0,5162000,1032400,550000000.0,5,8.0,100368151.72764856
7775000000.0,7624000,1524800,1166250000.0,5,5.0,124715265.34485762
7500000000.0,7311000,1462200,750000000.0,5,8.5,138486586.457596
2300000000.0,2730000,546000,460000000.0,15,5.5,15034335.565028857
3000000000.0,5291000,1058200,600000000.0,20,8.5,20827757.600772817
4000000000.0,3142000,628400,1000000000.0,15,5.5,24512503.638634007
5000000000.0,1758000,351600,1250000000.0,10,9.0,47503415.15634331
3150000000.0,5883000,1176600,630000000.0,5,7.0,49899020.32168066
7775000000.0,2068000,413600,777500000.0,15,5.0,55335784.03123972
7775000000.0,85000,17000,777500000.0,20,6.0,50132263.31701014
7775000000.0,747000,149400,1555000000.0,15,6.5,54182878.12149614
7775000000.0,8036000,1607200,777500000.0,10,6.0,77686596.23367041
7700000000.0,5234000,1046800,1925000000.0,10,6.0,64114339.87130356
7775000000.0,4882000,976400,1166250000.0,10,10.0,87335118.23673442
3150000000.0,2025000,405000,315000000.0,15,7.5,26280800.406077422
7775000000.0,6163000,1232600,1166250000.0,25,5.5,40583507.14615145
4700000000.0,8782000,1756400,1175000000.0,25,5.5,21646584.102921713
7775000000.0,3901000,780200,1943750000.0,5,6.5,114095101.80046155
7775000000.0,4341000,868200,1166250000.0,10,7.0,76733191.20360796
4100000000.0,7953000,1590600,410000000.0,15,5.5,30150379.475519825
7775000000.0,8571000,1714200,777500000.0,25,9.5,61136923.843893826
1950000000.0,7011000,1402200,487500000.0,25,6.0,9422907.996725649
7775000000.0,9686000,1937200,1943750000.0,5,5.0,110042881.18663907
7775000000.0,750000,150000,1555000000.0,25,9.5,54343932.3056834
7775000000.0,1803000,360600,1555000000.0,15,8.0,59441559.645348184
7775000000.0,6534000,1306800,1943750000.0,5,8.0,118236724.19431327
7775000000.0,9980000,1996000,1943750000.0,15,8.5,57422625.47153616
7775000000.0,8026000,1605200,777500000.0,25,9.5,61136923.843893826
7775000000.0,4914000,982800,1166250000.0,25,7.0,46709270.19991756
6750000000.0,8226000,1645200,1012500000.0,20,9.5,53481026.90194832
7775000000.0,8996000,1799200,1555000000.0,20,6.5,46374649.02903922
3000000000.0,7308000,1461600,750000000.0,5,9.5,47254187.946860336
7775000000.0,6267000,1253400,1166250000.0,20,8.5,57352267.93504473
3100000000.0,7054000,1410800,465000000.0,25,6.5,17791708.701510362
1350000000.0,5198000,1039600,337500000.0,10,5.0,10739133.417956397
2900000000.0,2137000,427400,725000000.0,5,9.0,45149422.61731967
7775000000.0,2834000,566800,1555000000.0,25,9.5,54343932.3056834
7775000000.0,3275000,655000,777500000.0,20,10.0,67527389.61405377
2900000000.0,84000,16800,290000000.0,5,9.5,54814858.01835799
7775000000.0,9456000,1891200,1166250000.0,10,9.0,83716851.97719571
7775000000.0,3237000,647400,1555000000.0,25,6.5,41997885.435823314
7775000000.0,3503000,700600,777500000.0,15,9.0,70973304.22672063
7775000000.0,7245000,1449000,1166250000.0,20,8.5,57352267.93504473
4900000000.0,3549000,709800,735000000.0,10,10.0,55040781.91125384
7775000000.0,4053000,810600,777500000.0,15,10.0,75195493.11162555
7775000000.0,5860000,1172000,1166250000.0,15,8.5,65078975.53440765
7775000000.0,9139000,1827800,777500000.0,20,9.0,62958323.76061567
7775000000.0,5393000,1078600,1943750000.0,20,6.5,43476233.464724265
2350000000.0,1303000,260600,587500000.0,5,10.0,37447916.30361044
7775000000.0,1063000,212600,1555000000.0,15,6.0,52487894.704614356
7775000000.0,3687000,737400,1555000000.0,15,7.0,55907118.44702083
6800000000.0,7143000,1428600,1020000000.0,5,7.0,114450927.56321992
3000000000.0,2391000,478200,300000000.0,10,10.0,35680698.95807572
6750000000.0,4642000,928400,1687500000.0,15,5.5,41364849.890194885
5990000000.0,450000,90000,898500000.0,10,6.5,57812952.60157657
7775000000.0,9655000,1931000,1166250000.0,25,10.0,60053760.52087879
7775000000.0,8952000,1790400,1166250000.0,25,6.0,42580268.87067393
7775000000.0,9608000,1921600,1943750000.0,5,6.0,112734398.91847861
7775000000.0,2192000,438400,1943750000.0,10,10.0,77060398.44417742
7775000000.0,6782000,1356400,1943750000.0,10,7.0,67705756.94435997
