tanggal,pendapatan,tabungan,jumlah_pokok,jumlah_want
12/19/2023,9143000,1828600,4571500,2742900
8/26/2023,6135000,1227000,3067500,1840500
10/16/2022,9392000,1878400,4696000,2817600
11/10/2021,1343000,268600,671500,402900
5/24/2023,2764000,552800,1382000,829200
7/19/2021,5300000,1060000,2650000,1590000
9/12/2022,7066000,1413200,3533000,2119800
4/9/2022,3772000,754400,1886000,1131600
10/26/2024,2185000,437000,1092500,655500
11/28/2022,8427000,1685400,4213500,2528100
8/23/2023,4107000,821400,2053500,1232100
5/2/2021,8449000,1689800,4224500,2534700
3/4/2021,2037000,407400,1018500,611100
5/26/2022,3182000,636400,1591000,954600
12/26/2021,8504000,1700800,4252000,2551200
12/17/2021,820000,164000,410000,246000
2/12/2024,3780000,756000,1890000,1134000
10/14/2023,3211000,642200,1605500,963300
10/11/2022,8306000,1661200,4153000,2491800
1/26/2023,3893000,778600,1946500,1167900
4/9/2023,9501000,1900200,4750500,2850300
8/10/2024,8241000,1648200,4120500,2472300
6/13/2024,265000,53000,132500,79500
10/11/2023,5486000,1097200,2743000,1645800
10/5/2024,2109000,421800,1054500,632700
9/3/2023,9538000,1907600,4769000,2861400
11/26/2022,8048000,1609600,4024000,2414400
10/15/2023,1144000,228800,572000,343200
3/22/2021,1590000,318000,795000,477000
12/12/2021,2291000,458200,1145500,687300
8/17/2021,5496000,1099200,2748000,1648800
3/13/2023,4429000,885800,2214500,1328700
5/10/2023,3171000,634200,1585500,951300
12/23/2022,4804000,960800,2402000,1441200
4/2/2023,6353000,1270600,3176500,1905900
1/3/2024,9867000,1973400,4933500,2960100
1/28/2022,4512000,902400,2256000,1353600
12/13/2023,9994000,1998800,4997000,2998200
7/9/2022,2828000,565600,1414000,848400
9/21/2024,4821000,964200,2410500,1446300
6/21/2024,8906000,1781200,4453000,2671800
11/4/2021,3454000,690800,1727000,1036200
7/23/2021,5862000,1172400,2931000,1758600
9/30/2024,3631000,726200,1815500,1089300
7/27/2022,7604000,1520800,3802000,2281200
1/1/2022,7760000,1552000,3880000,2328000
4/22/2022,5076000,1015200,2538000,1522800
4/26/2022,7238000,1447600,3619000,2171400
9/26/2024,8916000,1783200,4458000,2674800
5/5/2024,6212000,1242400,3106000,1863600
6/1/2021,8479000,1695800,4239500,2543700
1/21/2024,6589000,1317800,3294500,1976700
11/4/2022,8523000,1704600,4261500,2556900
8/23/2022,5321000,1064200,2660500,1596300
10/21/2021,3107000,621400,1553500,932100
3/8/2024,7953000,1590600,3976500,2385900
4/27/2022,1823000,364600,911500,546900
3/8/2024,79000,15800,39500,23700
10/17/2022,1477000,295400,738500,443100
2/1/2023,7420000,1484000,3710000,2226000
3/25/2023,8922000,1784400,4461000,2676600
8/15/2022,778000,155600,389000,233400
9/18/2022,9208000,1841600,4604000,2762400
2/27/2022,6678000,1335600,3339000,2003400
11/29/2022,4787000,957400,2393500,1436100
3/18/2023,6690000,1338000,3345000,2007000
8/8/2021,1177000,235400,588500,353100
2/23/2022,3762000,752400,1881000,1128600
8/26/2024,6164000,1232800,3082000,1849200
9/8/2024,5113000,1022600,2556500,1533900
1/20/2022,9655000,1931000,4827500,2896500
5/14/2021,4367000,873400,2183500,1310100
5/29/2022,2318000,463600,1159000,695400
8/9/2021,5174000,1034800,2587000,1552200
4/1/2021,7063000,1412600,3531500,2118900
7/31/2021,7247000,1449400,3623500,2174100
12/20/2022,4919000,983800,2459500,1475700
9/1/2021,7256000,1451200,3628000,2176800
1/5/2023,3735000,747000,1867500,1120500
12/17/2022,7845000,1569000,3922500,2353500
1/3/2023,1450000,290000,725000,435000
9/2/2022,6666000,1333200,3333000,1999800
9/29/2022,2472000,494400,1236000,741600
6/10/2024,4483000,896600,2241500,1344900
7/20/2021,1091000,218200,545500,327300
5/19/2021,9431000,1886200,4715500,2829300
8/26/2024,8752000,1750400,4376000,2625600
10/24/2021,9401000,1880200,4700500,2820300
12/5/2024,7170000,1434000,3585000,2151000
8/8/2024,9520000,1904000,4760000,2856000
10/18/2022,8144000,1628800,4072000,2443200
4/15/2022,7878000,1575600,3939000,2363400
9/19/2021,6635000,1327000,3317500,1990500
9/28/2021,9951000,1990200,4975500,2985300
9/12/2022,8040000,1608000,4020000,2412000
7/29/2024,3923000,784600,1961500,1176900
8/12/2024,5133000,1026600,2566500,1539900
6/18/2022,6404000,1280800,3202000,1921200
7/25/2024,1444000,288800,722000,433200
10/24/2022,1835000,367000,917500,550500
3/10/2021,1862000,372400,931000,558600
8/12/2021,1488000,297600,744000,446400
1/30/2024,2948000,589600,1474000,884400
9/27/2023,5693000,1138600,2846500,1707900
8/16/2023,8483000,1696600,4241500,2544900
1/1/2022,4452000,890400,2226000,1335600
6/26/2024,8727000,1745400,4363500,2618100
5/23/2024,7969000,1593800,3984500,2390700
7/15/2022,4189000,837800,2094500,1256700
6/30/2024,3064000,612800,1532000,919200
5/5/2023,8091000,1618200,4045500,2427300
10/19/2024,3080000,616000,1540000,924000
4/28/2023,1213000,242600,606500,363900
3/14/2023,8352000,1670400,4176000,2505600
1/28/2021,2512000,502400,1256000,753600
11/25/2023,372000,74400,186000,111600
5/8/2024,1444000,288800,722000,433200
4/12/2024,7515000,1503000,3757500,2254500
6/23/2023,3799000,759800,1899500,1139700
5/25/2024,1474000,294800,737000,442200
7/20/2024,4422000,884400,2211000,1326600
4/10/2022,9143000,1828600,4571500,2742900
3/23/2022,9736000,1947200,4868000,2920800
7/8/2022,6327000,1265400,3163500,1898100
8/28/2024,1428000,285600,714000,428400
3/20/2021,2856000,571200,1428000,856800
8/18/2023,5675000,1135000,2837500,1702500
9/14/2023,3122000,624400,1561000,936600
5/20/2021,4616000,923200,2308000,1384800
10/5/2023,7775000,1555000,3887500,2332500
9/16/2023,9658000,1931600,4829000,2897400
6/30/2021,5720000,1144000,2860000,1716000
4/15/2021,7523000,1504600,3761500,2256900
3/11/2023,6506000,1301200,3253000,1951800
5/4/2022,2688000,537600,1344000,806400
3/24/2024,4833000,966600,2416500,1449900
7/19/2023,5630000,1126000,2815000,1689000
6/28/2023,1817000,363400,908500,545100
6/8/2023,9839000,1967800,4919500,2951700
4/14/2022,1685000,337000,842500,505500
6/28/2021,302000,60400,151000,90600
8/14/2021,2139000,427800,1069500,641700
4/7/2022,1802000,360400,901000,540600
1/28/2024,2270000,454000,1135000,681000
1/17/2022,2726000,545200,1363000,817800
4/23/2024,3346000,669200,1673000,1003800
4/17/2021,5860000,1172000,2930000,1758000
6/12/2022,9531000,1906200,4765500,2859300
10/7/2021,9393000,1878600,4696500,2817900
8/3/2022,3667000,733400,1833500,1100100
1/21/2021,7435000,1487000,3717500,2230500
2/12/2024,4986000,997200,2493000,1495800
6/27/2023,9124000,1824800,4562000,2737200
7/26/2024,2674000,534800,1337000,802200
4/26/2022,1330000,266000,665000,399000
8/9/2021,4765000,953000,2382500,1429500
10/17/2024,3897000,779400,1948500,1169100
11/3/2023,6827000,1365400,3413500,2048100
8/14/2021,3727000,745400,1863500,1118100
1/5/2024,2256000,451200,1128000,676800
5/22/2021,6778000,1355600,3389000,2033400
5/28/2023,9370000,1874000,4685000,2811000
6/22/2024,3488000,697600,1744000,1046400
4/11/2022,6161000,1232200,3080500,1848300
11/8/2024,6606000,1321200,3303000,1981800
5/21/2022,4292000,858400,2146000,1287600
12/15/2021,7620000,1524000,3810000,2286000
2/14/2021,6927000,1385400,3463500,2078100
3/22/2022,3026000,605200,1513000,907800
8/11/2021,168000,33600,84000,50400
2/1/2021,5797000,1159400,2898500,1739100
1/17/2022,8281000,1656200,4140500,2484300
5/28/2024,8010000,1602000,4005000,2403000
11/24/2021,9710000,1942000,4855000,2913000
5/2/2022,5338000,1067600,2669000,1601400
7/7/2024,7845000,1569000,3922500,2353500
4/21/2021,6296000,1259200,3148000,1888800
8/27/2023,2413000,482600,1206500,723900
4/15/2023,6387000,1277400,3193500,1916100
6/29/2023,9266000,1853200,4633000,2779800
1/31/2023,9931000,1986200,4965500,2979300
3/9/2023,9099000,1819800,4549500,2729700
7/15/2023,8775000,1755000,4387500,2632500
9/17/2022,4356000,871200,2178000,1306800
10/27/2022,9294000,1858800,4647000,2788200
12/2/2023,9718000,1943600,4859000,2915400
11/1/2022,7903000,1580600,3951500,2370900
3/13/2021,1984000,396800,992000,595200
8/8/2022,1742000,348400,871000,522600
3/26/2023,5006000,1001200,2503000,1501800
1/16/2022,6406000,1281200,3203000,1921800
9/24/2022,7326000,1465200,3663000,2197800
12/8/2023,1827000,365400,913500,548100
4/13/2024,5429000,1085800,2714500,1628700
1/7/2022,914000,182800,457000,274200
5/10/2024,1128000,225600,564000,338400
10/10/2021,165000,33000,82500,49500
11/30/2024,313000,62600,156500,93900
7/25/2022,891000,178200,445500,267300
8/15/2024,4384000,876800,2192000,1315200
11/30/2023,5559000,1111800,2779500,1667700
3/15/2022,4505000,901000,2252500,1351500
5/15/2024,4657000,931400,2328500,1397100
5/5/2024,9316000,1863200,4658000,2794800
10/27/2022,845000,169000,422500,253500
7/23/2022,4117000,823400,2058500,1235100
11/20/2021,7370000,1474000,3685000,2211000
11/23/2024,3342000,668400,1671000,1002600
5/4/2021,9366000,1873200,4683000,2809800
2/4/2024,6023000,1204600,3011500,1806900
7/30/2023,7824000,1564800,3912000,2347200
2/14/2024,3456000,691200,1728000,1036800
2/7/2024,7411000,1482200,3705500,2223300
3/5/2024,7677000,1535400,3838500,2303100
3/15/2021,2231000,446200,1115500,669300
11/15/2022,9904000,1980800,4952000,2971200
3/22/2022,8266000,1653200,4133000,2479800
11/21/2023,5302000,1060400,2651000,1590600
10/3/2024,1953000,390600,976500,585900
8/31/2024,1225000,245000,612500,367500
1/30/2021,2183000,436600,1091500,654900
8/31/2024,8832000,1766400,4416000,2649600
4/29/2022,2191000,438200,1095500,657300
9/12/2022,3655000,731000,1827500,1096500
5/13/2021,2501000,500200,1250500,750300
6/13/2022,9627000,1925400,4813500,2888100
2/25/2024,1026000,205200,513000,307800
7/3/2021,4253000,850600,2126500,1275900
11/2/2024,1851000,370200,925500,555300
11/6/2023,3591000,718200,1795500,1077300
5/14/2022,2769000,553800,1384500,830700
5/24/2023,3746000,749200,1873000,1123800
9/8/2023,2975000,595000,1487500,892500
12/3/2021,6900000,1380000,3450000,2070000
6/4/2022,4501000,900200,2250500,1350300
12/22/2023,1920000,384000,960000,576000
5/10/2022,9920000,1984000,4960000,2976000
4/21/2024,993000,198600,496500,297900
8/1/2023,2117000,423400,1058500,635100
10/3/2024,3367000,673400,1683500,1010100
4/10/2021,2721000,544200,1360500,816300
7/26/2021,2940000,588000,1470000,882000
9/3/2024,8589000,1717800,4294500,2576700
6/24/2023,6494000,1298800,3247000,1948200
11/3/2023,8852000,1770400,4426000,2655600
10/23/2021,8187000,1637400,4093500,2456100
9/4/2024,762000,152400,381000,228600
4/6/2023,2445000,489000,1222500,733500
8/9/2022,5642000,1128400,2821000,1692600
4/29/2023,7440000,1488000,3720000,2232000
3/14/2022,2297000,459400,1148500,689100
7/10/2022,5803000,1160600,2901500,1740900
4/16/2021,5002000,1000400,2501000,1500600
10/7/2021,8886000,1777200,4443000,2665800
10/6/2021,652000,130400,326000,195600
5/2/2024,8655000,1731000,4327500,2596500
2/10/2022,7649000,1529800,3824500,2294700
9/6/2023,6607000,1321400,3303500,1982100
8/6/2021,7901000,1580200,3950500,2370300
10/5/2023,2960000,592000,1480000,888000
5/19/2023,5528000,1105600,2764000,1658400
3/17/2022,1521000,304200,760500,456300
3/13/2022,9224000,1844800,4612000,2767200
9/4/2023,2437000,487400,1218500,731100
11/14/2023,3855000,771000,1927500,1156500
12/16/2024,71000,14200,35500,21300
12/7/2024,1607000,321400,803500,482100
9/7/2024,5724000,1144800,2862000,1717200
7/14/2021,4809000,961800,2404500,1442700
10/13/2023,6876000,1375200,3438000,2062800
7/18/2022,1894000,378800,947000,568200
11/30/2021,8151000,1630200,4075500,2445300
12/20/2022,150000,30000,75000,45000
4/27/2022,2635000,527000,1317500,790500
1/31/2021,9646000,1929200,4823000,2893800
9/19/2024,8594000,1718800,4297000,2578200
3/14/2022,1306000,261200,653000,391800
2/2/2021,9311000,1862200,4655500,2793300
11/17/2022,1281000,256200,640500,384300
8/4/2023,8252000,1650400,4126000,2475600
8/20/2021,6930000,1386000,3465000,2079000
5/9/2023,9676000,1935200,4838000,2902800
9/5/2024,6748000,1349600,3374000,2024400
5/26/2024,6615000,1323000,3307500,1984500
10/10/2023,7463000,1492600,3731500,2238900
6/27/2021,1483000,296600,741500,444900
12/7/2021,2061000,412200,1030500,618300
8/12/2022,9105000,1821000,4552500,2731500
10/21/2024,5921000,1184200,2960500,1776300
2/6/2023,6302000,1260400,3151000,1890600
6/6/2021,9668000,1933600,4834000,2900400
11/19/2024,7767000,1553400,3883500,2330100
5/5/2021,2780000,556000,1390000,834000
12/3/2022,7564000,1512800,3782000,2269200
3/26/2022,3687000,737400,1843500,1106100
11/21/2024,9594000,1918800,4797000,2878200
10/13/2024,2065000,413000,1032500,619500
2/24/2021,7019000,1403800,3509500,2105700
10/30/2023,5301000,1060200,2650500,1590300
4/27/2022,8660000,1732000,4330000,2598000
10/31/2024,9736000,1947200,4868000,2920800
1/16/2022,8234000,1646800,4117000,2470200
8/2/2022,537000,107400,268500,161100
2/16/2022,3237000,647400,1618500,971100
4/16/2021,4973000,994600,2486500,1491900
8/28/2022,3103000,620600,1551500,930900
6/6/2021,2509000,501800,1254500,752700
10/7/2021,2657000,531400,1328500,797100
1/16/2022,4091000,818200,2045500,1227300
6/8/2021,1577000,315400,788500,473100
8/27/2022,9527000,1905400,4763500,2858100
1/31/2024,6224000,1244800,3112000,1867200
3/12/2023,7314000,1462800,3657000,2194200
2/6/2021,4392000,878400,2196000,1317600
11/30/2024,670000,134000,335000,201000
5/4/2022,3487000,697400,1743500,1046100
3/28/2023,8008000,1601600,4004000,2402400
8/29/2024,5460000,1092000,2730000,1638000
7/16/2022,243000,48600,121500,72900
1/24/2022,2531000,506200,1265500,759300
10/21/2023,4580000,916000,2290000,1374000
7/28/2021,6445000,1289000,3222500,1933500
11/1/2023,8952000,1790400,4476000,2685600
12/21/2022,9013000,1802600,4506500,2703900
1/30/2023,4857000,971400,2428500,1457100
8/23/2021,1143000,228600,571500,342900
2/6/2021,5752000,1150400,2876000,1725600
4/2/2023,6550000,1310000,3275000,1965000
9/4/2023,8658000,1731600,4329000,2597400
9/4/2024,6202000,1240400,3101000,1860600
10/2/2023,5690000,1138000,2845000,1707000
4/24/2023,961000,192200,480500,288300
10/19/2021,9941000,1988200,4970500,2982300
12/14/2023,1802000,360400,901000,540600
4/7/2023,8891000,1778200,4445500,2667300
9/13/2022,6662000,1332400,3331000,1998600
4/25/2024,7336000,1467200,3668000,2200800
4/5/2024,1367000,273400,683500,410100
9/23/2021,5901000,1180200,2950500,1770300
4/24/2022,5568000,1113600,2784000,1670400
5/29/2024,7549000,1509800,3774500,2264700
1/26/2024,4470000,894000,2235000,1341000
9/18/2023,9229000,1845800,4614500,2768700
5/24/2023,9915000,1983000,4957500,2974500
2/28/2023,9708000,1941600,4854000,2912400
1/25/2023,9969000,1993800,4984500,2990700
1/30/2022,2480000,496000,1240000,744000
10/21/2021,948000,189600,474000,284400
6/7/2021,2277000,455400,1138500,683100
1/4/2022,5810000,1162000,2905000,1743000
10/7/2024,2921000,584200,1460500,876300
11/6/2022,6907000,1381400,3453500,2072100
11/2/2022,2018000,403600,1009000,605400
11/4/2021,4498000,899600,2249000,1349400
4/29/2021,5833000,1166600,2916500,1749900
10/24/2023,2087000,417400,1043500,626100
9/8/2022,9364000,1872800,4682000,2809200
2/1/2024,5318000,1063600,2659000,1595400
5/31/2024,4514000,902800,2257000,1354200
12/13/2023,8013000,1602600,4006500,2403900
9/20/2024,9222000,1844400,4611000,2766600
3/30/2022,9913000,1982600,4956500,2973900
2/25/2021,8360000,1672000,4180000,2508000
1/22/2024,1067000,213400,533500,320100
8/27/2023,462000,92400,231000,138600
12/6/2022,5522000,1104400,2761000,1656600
9/29/2023,3610000,722000,1805000,1083000
8/13/2021,6764000,1352800,3382000,2029200
12/2/2022,8928000,1785600,4464000,2678400
5/14/2023,7762000,1552400,3881000,2328600
9/13/2021,6104000,1220800,3052000,1831200
2/27/2021,2665000,533000,1332500,799500
2/15/2024,7226000,1445200,3613000,2167800
4/24/2024,723000,144600,361500,216900
2/13/2023,7635000,1527000,3817500,2290500
5/18/2023,5315000,1063000,2657500,1594500
10/18/2023,6322000,1264400,3161000,1896600
9/12/2021,5344000,1068800,2672000,1603200
3/24/2024,3688000,737600,1844000,1106400
2/27/2021,7551000,1510200,3775500,2265300
12/15/2021,1781000,356200,890500,534300
1/25/2022,2869000,573800,1434500,860700
4/26/2023,4281000,856200,2140500,1284300
1/8/2023,3891000,778200,1945500,1167300
11/5/2021,4466000,893200,2233000,1339800
9/30/2023,297000,59400,148500,89100
6/12/2023,7070000,1414000,3535000,2121000
12/19/2022,1679000,335800,839500,503700
12/3/2024,1600000,320000,800000,480000
3/18/2022,6323000,1264600,3161500,1896900
6/25/2022,6416000,1283200,3208000,1924800
6/24/2024,9172000,1834400,4586000,2751600
1/2/2023,7959000,1591800,3979500,2387700
12/19/2024,1823000,364600,911500,546900
8/2/2022,5624000,1124800,2812000,1687200
9/27/2022,6161000,1232200,3080500,1848300
11/19/2022,4995000,999000,2497500,1498500
12/28/2023,8742000,1748400,4371000,2622600
4/19/2022,2213000,442600,1106500,663900
5/3/2024,769000,153800,384500,230700
4/1/2024,7082000,1416400,3541000,2124600
4/12/2024,4877000,975400,2438500,1463100
6/3/2024,9216000,1843200,4608000,2764800
11/27/2024,2143000,428600,1071500,642900
10/14/2024,8027000,1605400,4013500,2408100
10/16/2023,8370000,1674000,4185000,2511000
6/3/2023,149000,29800,74500,44700
4/19/2023,8899000,1779800,4449500,2669700
2/13/2022,1406000,281200,703000,421800
6/8/2023,2748000,549600,1374000,824400
7/8/2021,597000,119400,298500,179100
4/1/2021,454000,90800,227000,136200
5/26/2023,7402000,1480400,3701000,2220600
12/13/2021,2610000,522000,1305000,783000
10/1/2021,8165000,1633000,4082500,2449500
6/5/2023,9286000,1857200,4643000,2785800
1/10/2023,7887000,1577400,3943500,2366100
4/29/2023,9342000,1868400,4671000,2802600
6/6/2022,6282000,1256400,3141000,1884600
12/22/2023,2465000,493000,1232500,739500
1/4/2024,8154000,1630800,4077000,2446200
10/22/2023,9761000,1952200,4880500,2928300
10/22/2023,9813000,1962600,4906500,2943900
3/10/2023,2148000,429600,1074000,644400
12/10/2022,7118000,1423600,3559000,2135400
12/19/2021,2406000,481200,1203000,721800
8/20/2022,6348000,1269600,3174000,1904400
10/4/2024,8348000,1669600,4174000,2504400
6/28/2021,6995000,1399000,3497500,2098500
9/27/2024,8416000,1683200,4208000,2524800
3/9/2021,5458000,1091600,2729000,1637400
1/29/2022,2011000,402200,1005500,603300
6/10/2021,916000,183200,458000,274800
3/13/2021,6925000,1385000,3462500,2077500
8/20/2022,8772000,1754400,4386000,2631600
5/10/2023,420000,84000,210000,126000
9/13/2024,4640000,928000,2320000,1392000
5/14/2021,1217000,243400,608500,365100
2/25/2023,5792000,1158400,2896000,1737600
6/14/2022,8832000,1766400,4416000,2649600
9/19/2021,5883000,1176600,2941500,1764900
2/7/2021,4952000,990400,2476000,1485600
9/10/2021,1561000,312200,780500,468300
9/29/2022,3892000,778400,1946000,1167600
12/2/2022,6428000,1285600,3214000,1928400
7/21/2022,7276000,1455200,3638000,2182800
5/20/2021,1549000,309800,774500,464700
9/19/2024,3508000,701600,1754000,1052400
2/16/2024,3389000,677800,1694500,1016700
10/11/2024,4103000,820600,2051500,1230900
4/22/2022,2463000,492600,1231500,738900
2/23/2022,1688000,337600,844000,506400
5/23/2023,7327000,1465400,3663500,2198100
11/20/2022,3688000,737600,1844000,1106400
3/12/2021,6495000,1299000,3247500,1948500
5/26/2023,4962000,992400,2481000,1488600
2/18/2024,3508000,701600,1754000,1052400
8/6/2023,1803000,360600,901500,540900
10/20/2023,3040000,608000,1520000,912000
7/21/2024,9387000,1877400,4693500,2816100
3/4/2021,6462000,1292400,3231000,1938600
11/29/2022,7161000,1432200,3580500,2148300
3/20/2024,2467000,493400,1233500,740100
11/8/2024,2057000,411400,1028500,617100
9/28/2024,5399000,1079800,2699500,1619700
6/8/2021,7211000,1442200,3605500,2163300
12/10/2024,971000,194200,485500,291300
11/30/2022,4299000,859800,2149500,1289700
9/23/2024,1673000,334600,836500,501900
4/9/2024,8901000,1780200,4450500,2670300
11/14/2021,604000,120800,302000,181200
1/10/2022,4781000,956200,2390500,1434300
11/18/2022,7047000,1409400,3523500,2114100
7/28/2023,3489000,697800,1744500,1046700
5/23/2021,5293000,1058600,2646500,1587900
7/12/2022,7219000,1443800,3609500,2165700
9/8/2022,5834000,1166800,2917000,1750200
4/17/2021,8685000,1737000,4342500,2605500
7/12/2022,3536000,707200,1768000,1060800
1/6/2023,9117000,1823400,4558500,2735100
8/11/2023,3485000,697000,1742500,1045500
2/3/2024,733000,146600,366500,219900
7/3/2023,6270000,1254000,3135000,1881000
4/4/2023,6218000,1243600,3109000,1865400
4/6/2024,7897000,1579400,3948500,2369100
10/16/2022,5071000,1014200,2535500,1521300
1/14/2024,5351000,1070200,2675500,1605300
3/10/2021,5857000,1171400,2928500,1757100
7/27/2022,5164000,1032800,2582000,1549200
12/10/2024,2127000,425400,1063500,638100
3/28/2023,9426000,1885200,4713000,2827800
3/1/2024,6111000,1222200,3055500,1833300
12/11/2022,6069000,1213800,3034500,1820700
7/27/2024,779000,155800,389500,233700
4/30/2022,1370000,274000,685000,411000
3/11/2022,643000,128600,321500,192900
10/13/2021,8315000,1663000,4157500,2494500
10/28/2023,4751000,950200,2375500,1425300
9/26/2024,6405000,1281000,3202500,1921500
6/21/2021,8573000,1714600,4286500,2571900
1/29/2023,633000,126600,316500,189900
8/2/2024,8731000,1746200,4365500,2619300
11/4/2023,5169000,1033800,2584500,1550700
3/29/2022,1601000,320200,800500,480300
11/25/2023,7744000,1548800,3872000,2323200
10/10/2021,632000,126400,316000,189600
11/19/2021,1405000,281000,702500,421500
8/8/2023,3835000,767000,1917500,1150500
6/29/2024,5210000,1042000,2605000,1563000
11/21/2022,6040000,1208000,3020000,1812000
6/17/2022,823000,164600,411500,246900
5/20/2024,1997000,399400,998500,599100
5/4/2021,1309000,261800,654500,392700
12/23/2023,6104000,1220800,3052000,1831200
4/26/2021,5928000,1185600,2964000,1778400
8/13/2021,7673000,1534600,3836500,2301900
11/9/2022,4687000,937400,2343500,1406100
12/8/2021,6527000,1305400,3263500,1958100
11/4/2021,7698000,1539600,3849000,2309400
3/5/2023,4929000,985800,2464500,1478700
5/10/2024,8609000,1721800,4304500,2582700
2/10/2021,2339000,467800,1169500,701700
3/19/2024,7536000,1507200,3768000,2260800
3/1/2021,9993000,1998600,4996500,2997900
5/29/2023,4945000,989000,2472500,1483500
9/15/2022,7449000,1489800,3724500,2234700
3/14/2023,5169000,1033800,2584500,1550700
7/18/2022,4167000,833400,2083500,1250100
9/26/2024,2635000,527000,1317500,790500
5/15/2022,2012000,402400,1006000,603600
12/7/2023,820000,164000,410000,246000
2/4/2024,6047000,1209400,3023500,1814100
2/1/2023,8199000,1639800,4099500,2459700
4/3/2024,8816000,1763200,4408000,2644800
3/15/2024,1213000,242600,606500,363900
6/27/2024,3178000,635600,1589000,953400
3/24/2022,6793000,1358600,3396500,2037900
12/15/2024,8492000,1698400,4246000,2547600
9/22/2023,1436000,287200,718000,430800
8/26/2022,6950000,1390000,3475000,2085000
10/1/2022,571000,114200,285500,171300
6/9/2023,9983000,1996600,4991500,2994900
12/28/2022,6979000,1395800,3489500,2093700
3/8/2022,8443000,1688600,4221500,2532900
9/23/2024,3387000,677400,1693500,1016100
6/21/2023,6458000,1291600,3229000,1937400
9/28/2021,3975000,795000,1987500,1192500
10/31/2023,7462000,1492400,3731000,2238600
5/22/2022,4944000,988800,2472000,1483200
4/16/2024,1279000,255800,639500,383700
2/16/2022,5986000,1197200,2993000,1795800
9/29/2021,7610000,1522000,3805000,2283000
7/10/2024,6521000,1304200,3260500,1956300
9/26/2023,2518000,503600,1259000,755400
9/25/2023,2983000,596600,1491500,894900
2/15/2021,9548000,1909600,4774000,2864400
8/30/2024,8662000,1732400,4331000,2598600
2/2/2021,4051000,810200,2025500,1215300
1/7/2024,784000,156800,392000,235200
10/20/2024,1723000,344600,861500,516900
8/2/2024,3681000,736200,1840500,1104300
10/22/2024,9560000,1912000,4780000,2868000
3/17/2023,8749000,1749800,4374500,2624700
7/28/2023,59000,11800,29500,17700
5/1/2024,5559000,1111800,2779500,1667700
2/11/2023,6959000,1391800,3479500,2087700
4/26/2024,3032000,606400,1516000,909600
9/16/2022,3691000,738200,1845500,1107300
5/1/2023,4977000,995400,2488500,1493100
9/1/2022,714000,142800,357000,214200
3/29/2023,8731000,1746200,4365500,2619300
1/4/2024,375000,75000,187500,112500
7/23/2023,2552000,510400,1276000,765600
9/4/2021,6787000,1357400,3393500,2036100
8/12/2024,9487000,1897400,4743500,2846100
7/6/2023,642000,128400,321000,192600
6/24/2022,8353000,1670600,4176500,2505900
6/9/2021,9045000,1809000,4522500,2713500
4/27/2024,1381000,276200,690500,414300
2/20/2024,8262000,1652400,4131000,2478600
3/29/2022,8853000,1770600,4426500,2655900
12/27/2023,6099000,1219800,3049500,1829700
8/14/2022,8222000,1644400,4111000,2466600
4/15/2022,4417000,883400,2208500,1325100
8/13/2021,9917000,1983400,4958500,2975100
10/17/2021,4091000,818200,2045500,1227300
6/20/2021,3243000,648600,1621500,972900
5/27/2021,1843000,368600,921500,552900
5/7/2023,8502000,1700400,4251000,2550600
5/15/2021,358000,71600,179000,107400
8/1/2022,3406000,681200,1703000,1021800
7/31/2024,3893000,778600,1946500,1167900
4/12/2024,2312000,462400,1156000,693600
2/23/2022,4299000,859800,2149500,1289700
8/1/2023,3889000,777800,1944500,1166700
8/7/2023,1111000,222200,555500,333300
10/2/2021,1130000,226000,565000,339000
3/10/2024,304000,60800,152000,91200
7/21/2023,5920000,1184000,2960000,1776000
9/29/2021,4607000,921400,2303500,1382100
10/15/2021,9320000,1864000,4660000,2796000
6/14/2023,3380000,676000,1690000,1014000
3/22/2023,8827000,1765400,4413500,2648100
6/8/2021,6945000,1389000,3472500,2083500
8/29/2022,4873000,974600,2436500,1461900
4/18/2021,4066000,813200,2033000,1219800
11/11/2022,6388000,1277600,3194000,1916400
5/5/2021,6461000,1292200,3230500,1938300
10/2/2023,5126000,1025200,2563000,1537800
3/23/2024,7089000,1417800,3544500,2126700
3/30/2023,1758000,351600,879000,527400
11/22/2023,9613000,1922600,4806500,2883900
11/15/2024,9094000,1818800,4547000,2728200
8/30/2024,4149000,829800,2074500,1244700
9/11/2021,3617000,723400,1808500,1085100
9/21/2022,3466000,693200,1733000,1039800
10/10/2021,8645000,1729000,4322500,2593500
6/26/2023,7502000,1500400,3751000,2250600
5/17/2021,4543000,908600,2271500,1362900
10/31/2023,1084000,216800,542000,325200
8/19/2021,2485000,497000,1242500,745500
11/5/2021,136000,27200,68000,40800
6/6/2022,2398000,479600,1199000,719400
3/3/2024,1365000,273000,682500,409500
2/23/2023,5010000,1002000,2505000,1503000
2/6/2021,5324000,1064800,2662000,1597200
2/13/2022,4660000,932000,2330000,1398000
11/14/2024,7595000,1519000,3797500,2278500
7/5/2022,9546000,1909200,4773000,2863800
9/2/2023,6889000,1377800,3444500,2066700
3/29/2024,2065000,413000,1032500,619500
1/17/2022,3791000,758200,1895500,1137300
9/19/2022,6603000,1320600,3301500,1980900
1/24/2022,8463000,1692600,4231500,2538900
10/26/2024,4411000,882200,2205500,1323300
11/9/2022,4826000,965200,2413000,1447800
